,name,levelLearned,move,type,category,power,accuracy
1042,Koffing,40,Belch,Poison,Special,120,90
1043,Koffing,44,Explosion,Normal,Physical,250,100
1044,Koffing,48,Memento,Dark,Status,—,100
1045,Koffing,52,Destiny Bond,Ghost,Status,—,—
1046,Weezing,1,Heat Wave,Fire,Special,95,90
1047,Weezing,1,Poison Gas,Poison,Status,—,90
1048,Weezing,1,Smog,Poison,Special,30,70
1049,Weezing,1,Smokescreen,Normal,Status,—,100
1050,Weezing,1,Tackle,Normal,Physical,40,100
1051,Weezing,12,Clear Smog,Poison,Special,50,—
1052,Weezing,16,Assurance,Dark,Physical,60,100
1053,Weezing,20,Sludge,Poison,Special,65,100
1054,Weezing,24,Haze,Ice,Status,—,—
1055,Weezing,28,Self-Destruct,Normal,Physical,200,100
1056,Weezing,32,Sludge Bomb,Poison,Special,90,100
1057,Weezing,38,Toxic,Poison,Status,—,90
1058,Weezing,44,Belch,Poison,Special,120,90
1059,Weezing,50,Explosion,Normal,Physical,250,100
1060,Weezing,56,Memento,Dark,Status,—,100
1061,Weezing,62,Destiny Bond,Ghost,Status,—,—
1062,Rhyhorn,1,Tackle,Normal,Physical,40,100
1063,Rhyhorn,1,Tail Whip,Normal,Status,—,100
1064,Rhyhorn,5,Smack Down,Rock,Physical,50,100
1065,Rhyhorn,10,Bulldoze,Ground,Physical,60,100
1066,Rhyhorn,15,Horn Attack,Normal,Physical,65,100
1067,Rhyhorn,20,Scary Face,Normal,Status,—,100
1068,Rhyhorn,25,Stomp,Normal,Physical,65,100
1069,Rhyhorn,30,Rock Blast,Rock,Physical,25,90
1070,Rhyhorn,35,Drill Run,Ground,Physical,80,95
1071,Rhyhorn,40,Take Down,Normal,Physical,90,85
1072,Rhyhorn,45,Earthquake,Ground,Physical,100,100
1073,Rhyhorn,50,Stone Edge,Rock,Physical,100,80
1074,Rhyhorn,55,Megahorn,Bug,Physical,120,85
1075,Rhyhorn,60,Horn Drill,Normal,Physical,—,30
1076,Rhydon,1,Bulldoze,Ground,Physical,60,100
1077,Rhydon,1,Smack Down,Rock,Physical,50,100
1078,Rhydon,1,Tackle,Normal,Physical,40,100
1079,Rhydon,1,Tail Whip,Normal,Status,—,100
1080,Rhydon,15,Horn Attack,Normal,Physical,65,100
1081,Rhydon,20,Scary Face,Normal,Status,—,100
1082,Rhydon,25,Stomp,Normal,Physical,65,100
1083,Rhydon,30,Rock Blast,Rock,Physical,25,90
1084,Rhydon,35,Drill Run,Ground,Physical,80,95
1085,Rhydon,40,Take Down,Normal,Physical,90,85
1086,Rhydon,47,Earthquake,Ground,Physical,100,100
1087,Rhydon,54,Stone Edge,Rock,Physical,100,80
1088,Rhydon,61,Megahorn,Bug,Physical,120,85
1089,Rhydon,68,Horn Drill,Normal,Physical,—,30
1090,Chansey,1,Charm,Fairy,Status,—,100
1091,Chansey,1,Copycat,Normal,Status,—,—
1092,Chansey,1,Covet,Normal,Physical,60,100
1093,Chansey,1,Defense Curl,Normal,Status,—,—
1094,Chansey,1,Disarming Voice,Fairy,Special,40,∞
1095,Chansey,1,Pound,Normal,Physical,40,100
1096,Chansey,1,Sweet Kiss,Fairy,Status,—,75
1097,Chansey,4,Tail Whip,Normal,Status,—,100
1098,Chansey,8,Echoed Voice,Normal,Special,40,100
1099,Chansey,12,Life Dew,Water,Status,—,—
1100,Chansey,16,Sing,Normal,Status,—,55
1101,Chansey,20,Fling,Dark,Physical,—,100
1102,Chansey,24,Take Down,Normal,Physical,90,85
1103,Chansey,28,Heal Pulse,Psychic,Status,—,—
1104,Chansey,32,Helping Hand,Normal,Status,—,—
1105,Chansey,36,Light Screen,Psychic,Status,—,—
1106,Chansey,40,Double-Edge,Normal,Physical,120,100
1107,Chansey,44,Soft-Boiled,Normal,Status,—,—
1108,Chansey,48,Last Resort,Normal,Physical,140,100
1109,Chansey,52,Healing Wish,Psychic,Status,—,—
1110,Horsea,1,Leer,Normal,Status,—,100
1111,Horsea,1,Water Gun,Water,Special,40,100
1112,Horsea,5,Smokescreen,Normal,Status,—,100
1113,Horsea,10,Twister,Dragon,Special,40,100
1114,Horsea,15,Focus Energy,Normal,Status,—,—
1115,Horsea,20,Dragon Breath,Dragon,Special,60,100
1116,Horsea,25,Bubble Beam,Water,Special,65,100
1117,Horsea,30,Agility,Psychic,Status,—,—
1118,Horsea,35,Water Pulse,Water,Special,60,100
1119,Horsea,40,Dragon Pulse,Dragon,Special,85,100
1120,Horsea,45,Hydro Pump,Water,Special,110,80
1121,Horsea,50,Dragon Dance,Dragon,Status,—,—
1122,Horsea,55,Rain Dance,Water,Status,—,—
1123,Seadra,1,Leer,Normal,Status,—,100
1124,Seadra,1,Smokescreen,Normal,Status,—,100
1125,Seadra,1,Twister,Dragon,Special,40,100
1126,Seadra,1,Water Gun,Water,Special,40,100
1127,Seadra,15,Focus Energy,Normal,Status,—,—
1128,Seadra,20,Dragon Breath,Dragon,Special,60,100
1129,Seadra,25,Bubble Beam,Water,Special,65,100
1130,Seadra,30,Agility,Psychic,Status,—,—
1131,Seadra,37,Water Pulse,Water,Special,60,100
1132,Seadra,44,Dragon Pulse,Dragon,Special,85,100
1133,Seadra,51,Hydro Pump,Water,Special,110,80
1134,Seadra,58,Dragon Dance,Dragon,Status,—,—
1135,Seadra,65,Rain Dance,Water,Status,—,—
1136,Scyther,1,Leer,Normal,Status,—,100
1137,Scyther,1,Quick Attack,Normal,Physical,40,100
1138,Scyther,4,Fury Cutter,Bug,Physical,40,95
1139,Scyther,8,False Swipe,Normal,Physical,40,100
1140,Scyther,12,Wing Attack,Flying,Physical,60,100
1141,Scyther,16,Double Team,Normal,Status,—,—
1142,Scyther,20,Double Hit,Normal,Physical,35,90
1143,Scyther,24,Slash,Normal,Physical,70,100
1144,Scyther,28,Focus Energy,Normal,Status,—,—
1145,Scyther,32,Agility,Psychic,Status,—,—
1146,Scyther,36,Air Slash,Flying,Special,75,95
1147,Scyther,40,X-Scissor,Bug,Physical,80,100
1148,Scyther,44,Swords Dance,Normal,Status,—,—
1149,Electabuzz,1,Charge,Electric,Status,—,—
1150,Electabuzz,1,Leer,Normal,Status,—,100
1151,Electabuzz,1,Quick Attack,Normal,Physical,40,100
1152,Electabuzz,1,Thunder Shock,Electric,Special,40,100
1153,Electabuzz,12,Swift,Normal,Special,60,∞
1154,Electabuzz,16,Shock Wave,Electric,Special,60,∞
1155,Electabuzz,20,Thunder Wave,Electric,Status,—,90
1156,Electabuzz,24,Screech,Normal,Status,—,85
1157,Electabuzz,28,Thunder Punch,Electric,Physical,75,100
1158,Electabuzz,34,Discharge,Electric,Special,80,100
1159,Electabuzz,40,Low Kick,Fighting,Physical,—,100
1160,Electabuzz,46,Thunderbolt,Electric,Special,90,100
1161,Electabuzz,52,Light Screen,Psychic,Status,—,—
1162,Electabuzz,58,Thunder,Electric,Special,110,70
1163,Electabuzz,64,Giga Impact,Normal,Physical,150,90
1164,Magmar,1,Ember,Fire,Special,40,100
1165,Magmar,1,Leer,Normal,Status,—,100
1166,Magmar,1,Smog,Poison,Special,30,70
1167,Magmar,1,Smokescreen,Normal,Status,—,100
1168,Magmar,12,Clear Smog,Poison,Special,50,—
1169,Magmar,16,Flame Wheel,Fire,Physical,60,100
1170,Magmar,20,Confuse Ray,Ghost,Status,—,100
1171,Magmar,24,Scary Face,Normal,Status,—,100
1172,Magmar,28,Fire Punch,Fire,Physical,75,100
1173,Magmar,34,Lava Plume,Fire,Special,80,100
1174,Magmar,40,Low Kick,Fighting,Physical,—,100
1175,Magmar,46,Flamethrower,Fire,Special,90,100
1176,Magmar,52,Sunny Day,Fire,Status,—,—
1177,Magmar,58,Fire Blast,Fire,Special,110,85
1178,Magmar,64,Hyper Beam,Normal,Special,150,90
1179,Tauros,1,Tackle,Normal,Physical,40,100
1180,Tauros,1,Tail Whip,Normal,Status,—,100
1181,Tauros,5,Work Up,Normal,Status,—,—
1182,Tauros,10,Payback,Dark,Physical,50,100
1183,Tauros,15,Assurance,Dark,Physical,60,100
1184,Tauros,20,Horn Attack,Normal,Physical,65,100
1185,Tauros,25,Scary Face,Normal,Status,—,100
1186,Tauros,30,Zen Headbutt,Psychic,Physical,80,90
1187,Tauros,35,Raging Bull,Normal,Physical,90,100
1188,Tauros,40,Rest,Psychic,Status,—,—
1189,Tauros,45,Swagger,Normal,Status,—,85
1190,Tauros,50,Thrash,Normal,Physical,120,100
1191,Tauros,55,Double-Edge,Normal,Physical,120,100
1192,Tauros,60,Giga Impact,Normal,Physical,150,90
1193,Magikarp,1,Splash,Normal,Status,—,—
1194,Magikarp,15,Tackle,Normal,Physical,40,100
1195,Magikarp,25,Flail,Normal,Physical,—,100
1196,Gyarados,1,Flail,Normal,Physical,—,100
1197,Gyarados,1,Leer,Normal,Status,—,100
1198,Gyarados,1,Splash,Normal,Status,—,—
1199,Gyarados,1,Tackle,Normal,Physical,40,100
1200,Gyarados,1,Twister,Dragon,Special,40,100
1201,Gyarados,4,Whirlpool,Water,Special,35,85
1202,Gyarados,8,Ice Fang,Ice,Physical,65,95
1203,Gyarados,12,Brine,Water,Special,65,100
1204,Gyarados,16,Scary Face,Normal,Status,—,100
1205,Gyarados,21,Waterfall,Water,Physical,80,100
1206,Gyarados,24,Crunch,Dark,Physical,80,100
1207,Gyarados,28,Rain Dance,Water,Status,—,—
1208,Gyarados,32,Aqua Tail,Water,Physical,90,90
1209,Gyarados,36,Dragon Dance,Dragon,Status,—,—
1210,Gyarados,40,Hydro Pump,Water,Special,110,80
1211,Gyarados,44,Hurricane,Flying,Special,110,70
1212,Gyarados,48,Thrash,Normal,Physical,120,100
1213,Gyarados,52,Hyper Beam,Normal,Special,150,90
1214,Lapras,1,Growl,Normal,Status,—,100
1215,Lapras,1,Water Gun,Water,Special,40,100
1216,Lapras,5,Sing,Normal,Status,—,55
1217,Lapras,10,Mist,Ice,Status,—,—
1218,Lapras,15,Life Dew,Water,Status,—,—
1219,Lapras,20,Ice Shard,Ice,Physical,40,100
1220,Lapras,25,Confuse Ray,Ghost,Status,—,100
1221,Lapras,30,Water Pulse,Water,Special,60,100
1222,Lapras,35,Brine,Water,Special,65,100
1223,Lapras,40,Body Slam,Normal,Physical,85,100
1224,Lapras,45,Ice Beam,Ice,Special,90,100
1225,Lapras,50,Rain Dance,Water,Status,—,—
1226,Lapras,55,Hydro Pump,Water,Special,110,80
1227,Lapras,60,Perish Song,Normal,Status,—,—
1228,Lapras,65,Sheer Cold,Ice,Special,—,30
1229,Ditto,1,Transform,Normal,Status,—,—
1230,Eevee,1,Covet,Normal,Physical,60,100
1231,Eevee,1,Growl,Normal,Status,—,100
1232,Eevee,1,Helping Hand,Normal,Status,—,—
1233,Eevee,1,Tackle,Normal,Physical,40,100
1234,Eevee,1,Tail Whip,Normal,Status,—,100
1235,Eevee,5,Sand Attack,Ground,Status,—,100
1236,Eevee,10,Quick Attack,Normal,Physical,40,100
1237,Eevee,15,Baby-Doll Eyes,Fairy,Status,—,100
1238,Eevee,20,Swift,Normal,Special,60,∞
1239,Eevee,25,Bite,Dark,Physical,60,100
1240,Eevee,30,Copycat,Normal,Status,—,—
1241,Eevee,35,Baton Pass,Normal,Status,—,—
1242,Eevee,40,Take Down,Normal,Physical,90,85
1243,Eevee,45,Charm,Fairy,Status,—,100
1244,Eevee,50,Double-Edge,Normal,Physical,120,100
1245,Eevee,55,Last Resort,Normal,Physical,140,100
1246,Vaporeon,1,Baton Pass,Normal,Status,—,—
1247,Vaporeon,1,Bite,Dark,Physical,60,100
1248,Vaporeon,1,Charm,Fairy,Status,—,100
1249,Vaporeon,1,Copycat,Normal,Status,—,—
1250,Vaporeon,1,Covet,Normal,Physical,60,100
1251,Vaporeon,1,Double-Edge,Normal,Physical,120,100
1252,Vaporeon,1,Growl,Normal,Status,—,100
1253,Vaporeon,1,Helping Hand,Normal,Status,—,—
1254,Vaporeon,1,Swift,Normal,Special,60,∞
1255,Vaporeon,1,Tackle,Normal,Physical,40,100
1256,Vaporeon,1,Tail Whip,Normal,Status,—,100
1257,Vaporeon,1,Take Down,Normal,Physical,90,85
1258,Vaporeon,5,Sand Attack,Ground,Status,—,100
1259,Vaporeon,10,Quick Attack,Normal,Physical,40,100
1260,Vaporeon,15,Baby-Doll Eyes,Fairy,Status,—,100
1261,Vaporeon,20,Haze,Ice,Status,—,—
1262,Vaporeon,25,Water Pulse,Water,Special,60,100
1263,Vaporeon,30,Aurora Beam,Ice,Special,65,100
1264,Vaporeon,35,Aqua Ring,Water,Status,—,—
1265,Vaporeon,40,Muddy Water,Water,Special,90,85
1266,Vaporeon,45,Acid Armor,Poison,Status,—,—
1267,Vaporeon,50,Hydro Pump,Water,Special,110,80
1268,Vaporeon,55,Last Resort,Normal,Physical,140,100
1269,Jolteon,1,Baton Pass,Normal,Status,—,—
1270,Jolteon,1,Bite,Dark,Physical,60,100
1271,Jolteon,1,Charm,Fairy,Status,—,100
1272,Jolteon,1,Copycat,Normal,Status,—,—
1273,Jolteon,1,Covet,Normal,Physical,60,100
1274,Jolteon,1,Double-Edge,Normal,Physical,120,100
1275,Jolteon,1,Growl,Normal,Status,—,100
1276,Jolteon,1,Helping Hand,Normal,Status,—,—
1277,Jolteon,1,Swift,Normal,Special,60,∞
1278,Jolteon,1,Tackle,Normal,Physical,40,100
1279,Jolteon,1,Tail Whip,Normal,Status,—,100
1280,Jolteon,1,Take Down,Normal,Physical,90,85
1281,Jolteon,5,Sand Attack,Ground,Status,—,100
1282,Jolteon,10,Quick Attack,Normal,Physical,40,100
1283,Jolteon,15,Baby-Doll Eyes,Fairy,Status,—,100
1284,Jolteon,20,Thunder Wave,Electric,Status,—,90
1285,Jolteon,25,Double Kick,Fighting,Physical,30,100
1286,Jolteon,30,Thunder Fang,Electric,Physical,65,95
1287,Jolteon,35,Pin Missile,Bug,Physical,25,95
1288,Jolteon,40,Discharge,Electric,Special,80,100
1289,Jolteon,45,Agility,Psychic,Status,—,—
1290,Jolteon,50,Thunder,Electric,Special,110,70
1291,Jolteon,55,Last Resort,Normal,Physical,140,100
1292,Flareon,1,Baton Pass,Normal,Status,—,—
1293,Flareon,1,Charm,Fairy,Status,—,100
1294,Flareon,1,Copycat,Normal,Status,—,—
1295,Flareon,1,Covet,Normal,Physical,60,100
1296,Flareon,1,Double-Edge,Normal,Physical,120,100
1297,Flareon,1,Growl,Normal,Status,—,100
1298,Flareon,1,Helping Hand,Normal,Status,—,—
1299,Flareon,1,Swift,Normal,Special,60,∞
1300,Flareon,1,Tackle,Normal,Physical,40,100
1301,Flareon,1,Tail Whip,Normal,Status,—,100
1302,Flareon,1,Take Down,Normal,Physical,90,85
1303,Flareon,5,Sand Attack,Ground,Status,—,100
1304,Flareon,10,Quick Attack,Normal,Physical,40,100
1305,Flareon,15,Baby-Doll Eyes,Fairy,Status,—,100
1306,Flareon,20,Smog,Poison,Special,30,70
1307,Flareon,25,Bite,Dark,Physical,60,100
1308,Flareon,30,Fire Fang,Fire,Physical,65,95
1309,Flareon,35,Fire Spin,Fire,Special,35,85
1310,Flareon,40,Lava Plume,Fire,Special,80,100
1311,Flareon,45,Scary Face,Normal,Status,—,100
1312,Flareon,50,Flare Blitz,Fire,Physical,120,100
1313,Flareon,55,Last Resort,Normal,Physical,140,100
1314,Porygon,1,Conversion,Normal,Status,—,—
1315,Porygon,1,Tackle,Normal,Physical,40,100
1316,Porygon,5,Recycle,Normal,Status,—,—
1317,Porygon,10,Magnet Rise,Electric,Status,—,—
1318,Porygon,15,Thunder Shock,Electric,Special,40,100
1319,Porygon,20,Psybeam,Psychic,Special,65,100
1320,Porygon,25,Conversion 2,Normal,Status,—,—
1321,Porygon,30,Agility,Psychic,Status,—,—
1322,Porygon,35,Recover,Normal,Status,—,—
1323,Porygon,40,Discharge,Electric,Special,80,100
1324,Porygon,45,Tri Attack,Normal,Special,80,100
1325,Porygon,50,Double-Edge,Normal,Physical,120,100
1326,Porygon,55,Lock-On,Normal,Status,—,—
1327,Porygon,60,Zap Cannon,Electric,Special,120,50
1328,Snorlax,1,Block,Normal,Status,—,—
1329,Snorlax,1,Covet,Normal,Physical,60,100
1330,Snorlax,1,Defense Curl,Normal,Status,—,—
1331,Snorlax,1,Flail,Normal,Physical,—,100
1332,Snorlax,1,Fling,Dark,Physical,—,100
1333,Snorlax,1,Last Resort,Normal,Physical,140,100
1334,Snorlax,1,Lick,Ghost,Physical,30,100
1335,Snorlax,1,Metronome,Normal,Status,—,—
1336,Snorlax,1,Recycle,Normal,Status,—,—
1337,Snorlax,1,Screech,Normal,Status,—,85
1338,Snorlax,1,Stockpile,Normal,Status,—,—
1339,Snorlax,1,Swallow,Normal,Status,—,—
1340,Snorlax,1,Tackle,Normal,Physical,40,100
1341,Snorlax,12,Yawn,Normal,Status,—,—
1342,Snorlax,16,Bite,Dark,Physical,60,100
1343,Snorlax,20,Rest,Psychic,Status,—,—
1344,Snorlax,20,Sleep Talk,Normal,Status,—,—
1345,Snorlax,20,Snore,Normal,Special,50,100
1346,Snorlax,24,Crunch,Dark,Physical,80,100
1347,Snorlax,28,Body Slam,Normal,Physical,85,100
1348,Snorlax,32,Heavy Slam,Steel,Physical,—,100
1349,Snorlax,36,Amnesia,Psychic,Status,—,—
1350,Snorlax,40,High Horsepower,Ground,Physical,95,95
1351,Snorlax,44,Hammer Arm,Fighting,Physical,100,90
1352,Snorlax,48,Belly Drum,Normal,Status,—,—
1353,Snorlax,52,Belch,Poison,Special,120,90
1354,Snorlax,56,Giga Impact,Normal,Physical,150,90
1355,Articuno,1,Gust,Flying,Special,40,100
1356,Articuno,1,Mist,Ice,Status,—,—
1357,Articuno,5,Powder Snow,Ice,Special,40,100
1358,Articuno,10,Reflect,Psychic,Status,—,—
1359,Articuno,15,Ice Shard,Ice,Physical,40,100
1360,Articuno,20,Agility,Psychic,Status,—,—
1361,Articuno,25,Ancient Power,Rock,Special,60,100
1362,Articuno,30,Tailwind,Flying,Status,—,—
1363,Articuno,35,Freeze-Dry,Ice,Special,70,100
1364,Articuno,40,Roost,Flying,Status,—,—
1365,Articuno,45,Ice Beam,Ice,Special,90,100
1366,Articuno,50,Snowscape,Ice,Status,—,—
1367,Articuno,55,Hurricane,Flying,Special,110,70
1368,Articuno,60,Haze,Ice,Status,—,—
1369,Articuno,65,Blizzard,Ice,Special,110,70
1370,Articuno,70,Sheer Cold,Ice,Special,—,30
1371,Zapdos,1,Peck,Flying,Physical,35,100
1372,Zapdos,1,Thunder Wave,Electric,Status,—,90
1373,Zapdos,5,Thunder Shock,Electric,Special,40,100
1374,Zapdos,10,Light Screen,Psychic,Status,—,—
1375,Zapdos,15,Pluck,Flying,Physical,60,100
1376,Zapdos,20,Agility,Psychic,Status,—,—
1377,Zapdos,25,Ancient Power,Rock,Special,60,100
1378,Zapdos,30,Charge,Electric,Status,—,—
1379,Zapdos,35,Drill Peck,Flying,Physical,80,100
1380,Zapdos,40,Roost,Flying,Status,—,—
1381,Zapdos,45,Discharge,Electric,Special,80,100
1382,Zapdos,50,Rain Dance,Water,Status,—,—
1383,Zapdos,55,Thunder,Electric,Special,110,70
1384,Zapdos,60,Detect,Fighting,Status,—,—
1385,Zapdos,65,Magnetic Flux,Electric,Status,—,—
1386,Zapdos,70,Zap Cannon,Electric,Special,120,50
1387,Moltres,1,Gust,Flying,Special,40,100
1388,Moltres,1,Leer,Normal,Status,—,100
1389,Moltres,5,Ember,Fire,Special,40,100
1390,Moltres,10,Safeguard,Normal,Status,—,—
1391,Moltres,15,Wing Attack,Flying,Physical,60,100
1392,Moltres,20,Agility,Psychic,Status,—,—
1393,Moltres,25,Ancient Power,Rock,Special,60,100
1394,Moltres,30,Incinerate,Fire,Special,60,100
1395,Moltres,35,Air Slash,Flying,Special,75,95
1396,Moltres,40,Roost,Flying,Status,—,—
1397,Moltres,45,Heat Wave,Fire,Special,95,90
1398,Moltres,50,Sunny Day,Fire,Status,—,—
1399,Moltres,55,Hurricane,Flying,Special,110,70
1400,Moltres,60,Endure,Normal,Status,—,—
1401,Moltres,65,Overheat,Fire,Special,130,90
1402,Moltres,70,Sky Attack,Flying,Physical,140,90
1403,Dratini,1,Leer,Normal,Status,—,100
1404,Dratini,1,Wrap,Normal,Physical,15,90
1405,Dratini,5,Twister,Dragon,Special,40,100
1406,Dratini,10,Thunder Wave,Electric,Status,—,90
1407,Dratini,15,Dragon Tail,Dragon,Physical,60,90
1408,Dratini,20,Agility,Psychic,Status,—,—
1409,Dratini,25,Slam,Normal,Physical,80,75
1410,Dratini,31,Aqua Tail,Water,Physical,90,90
1411,Dratini,35,Dragon Rush,Dragon,Physical,100,75
1412,Dratini,40,Safeguard,Normal,Status,—,—
1413,Dratini,45,Rain Dance,Water,Status,—,—
1414,Dratini,50,Dragon Dance,Dragon,Status,—,—
1415,Dratini,55,Outrage,Dragon,Physical,120,100
1416,Dratini,60,Hyper Beam,Normal,Special,150,90
1417,Dragonair,1,Leer,Normal,Status,—,100
1418,Dragonair,1,Thunder Wave,Electric,Status,—,90
1419,Dragonair,1,Twister,Dragon,Special,40,100
1420,Dragonair,1,Wrap,Normal,Physical,15,90
1421,Dragonair,15,Dragon Tail,Dragon,Physical,60,90
1422,Dragonair,20,Agility,Psychic,Status,—,—
1423,Dragonair,25,Slam,Normal,Physical,80,75
1424,Dragonair,33,Aqua Tail,Water,Physical,90,90
1425,Dragonair,39,Dragon Rush,Dragon,Physical,100,75
1426,Dragonair,46,Safeguard,Normal,Status,—,—
1427,Dragonair,53,Rain Dance,Water,Status,—,—
1428,Dragonair,60,Dragon Dance,Dragon,Status,—,—
1429,Dragonair,67,Outrage,Dragon,Physical,120,100
1430,Dragonair,74,Hyper Beam,Normal,Special,150,90
1431,Dragonite,1,Extreme Speed,Normal,Physical,80,100
1432,Dragonite,1,Fire Punch,Fire,Physical,75,100
1433,Dragonite,1,Leer,Normal,Status,—,100
1434,Dragonite,1,Roost,Flying,Status,—,—
1435,Dragonite,1,Thunder Punch,Electric,Physical,75,100
1436,Dragonite,1,Thunder Wave,Electric,Status,—,90
1437,Dragonite,1,Twister,Dragon,Special,40,100
1438,Dragonite,1,Wing Attack,Flying,Physical,60,100
1439,Dragonite,1,Wrap,Normal,Physical,15,90
1440,Dragonite,15,Dragon Tail,Dragon,Physical,60,90
1441,Dragonite,20,Agility,Psychic,Status,—,—
1442,Dragonite,25,Slam,Normal,Physical,80,75
1443,Dragonite,33,Aqua Tail,Water,Physical,90,90
1444,Dragonite,39,Dragon Rush,Dragon,Physical,100,75
1445,Dragonite,41,Outrage,Dragon,Physical,120,100
1446,Dragonite,46,Safeguard,Normal,Status,—,—
1447,Dragonite,53,Rain Dance,Water,Status,—,—
1448,Dragonite,62,Dragon Dance,Dragon,Status,—,—
1449,Dragonite,80,Hyper Beam,Normal,Special,150,90
1450,Mewtwo,1,Confusion,Psychic,Special,50,100
1451,Mewtwo,1,Disable,Normal,Status,—,100
1452,Mewtwo,1,Life Dew,Water,Status,—,—
1453,Mewtwo,1,Swift,Normal,Special,60,∞
1454,Mewtwo,8,Ancient Power,Rock,Special,60,100
1455,Mewtwo,16,Psycho Cut,Psychic,Physical,70,100
1456,Mewtwo,24,Safeguard,Normal,Status,—,—
1457,Mewtwo,32,Amnesia,Psychic,Status,—,—
1458,Mewtwo,40,Aura Sphere,Fighting,Special,80,∞
1459,Mewtwo,48,Psychic,Psychic,Special,90,100
1460,Mewtwo,56,Guard Swap,Psychic,Status,—,—
1461,Mewtwo,56,Power Swap,Psychic,Status,—,—
1462,Mewtwo,64,Mist,Ice,Status,—,—
1463,Mewtwo,72,Psystrike,Psychic,Special,100,100
1464,Mewtwo,80,Recover,Normal,Status,—,—
1465,Mewtwo,88,Future Sight,Psychic,Special,120,100
1466,Mew,1,Pound,Normal,Physical,40,100
1467,Mew,1,Reflect Type,Normal,Status,—,—
1468,Mew,10,Amnesia,Psychic,Status,—,—
1469,Mew,20,Baton Pass,Normal,Status,—,—
1470,Mew,30,Ancient Power,Rock,Special,60,100
1471,Mew,40,Life Dew,Water,Status,—,—
1472,Mew,50,Nasty Plot,Dark,Status,—,—
1473,Mew,60,Metronome,Normal,Status,—,—
1474,Mew,70,Imprison,Psychic,Status,—,—
1475,Mew,80,Transform,Normal,Status,—,—
1476,Mew,90,Aura Sphere,Fighting,Special,80,∞
1477,Mew,100,Psychic,Psychic,Special,90,100
1478,Chikorita,1,Growl,Normal,Status,—,100
1479,Chikorita,1,Tackle,Normal,Physical,40,100
1480,Chikorita,6,Razor Leaf,Grass,Physical,55,95
1481,Chikorita,9,Poison Powder,Poison,Status,—,75
1482,Chikorita,12,Synthesis,Grass,Status,—,—
1483,Chikorita,17,Reflect,Psychic,Status,—,—
1484,Chikorita,20,Magical Leaf,Grass,Special,60,∞
1485,Chikorita,23,Leech Seed,Grass,Status,—,90
1486,Chikorita,28,Sweet Scent,Normal,Status,—,100
1487,Chikorita,31,Light Screen,Psychic,Status,—,—
1488,Chikorita,34,Body Slam,Normal,Physical,85,100
1489,Chikorita,39,Safeguard,Normal,Status,—,—
1490,Chikorita,42,Giga Drain,Grass,Special,75,100
1491,Chikorita,45,Solar Beam,Grass,Special,120,100
1492,Bayleef,1,Growl,Normal,Status,—,100
1493,Bayleef,1,Poison Powder,Poison,Status,—,75
1494,Bayleef,1,Razor Leaf,Grass,Physical,55,95
1495,Bayleef,1,Tackle,Normal,Physical,40,100
1496,Bayleef,12,Synthesis,Grass,Status,—,—
1497,Bayleef,18,Reflect,Psychic,Status,—,—
1498,Bayleef,22,Magical Leaf,Grass,Special,60,∞
1499,Bayleef,26,Leech Seed,Grass,Status,—,90
1500,Bayleef,32,Sweet Scent,Normal,Status,—,100
1501,Bayleef,36,Light Screen,Psychic,Status,—,—
1502,Bayleef,40,Body Slam,Normal,Physical,85,100
1503,Bayleef,46,Safeguard,Normal,Status,—,—
1504,Bayleef,50,Giga Drain,Grass,Special,75,100
1505,Bayleef,54,Solar Beam,Grass,Special,120,100
1506,Meganium,1,Growl,Normal,Status,—,100
1507,Meganium,1,Petal Blizzard,Grass,Physical,90,100
1508,Meganium,1,Poison Powder,Poison,Status,—,75
1509,Meganium,1,Razor Leaf,Grass,Physical,55,95
1510,Meganium,1,Tackle,Normal,Physical,40,100
1511,Meganium,12,Synthesis,Grass,Status,—,—
1512,Meganium,18,Reflect,Psychic,Status,—,—
1513,Meganium,22,Magical Leaf,Grass,Special,60,∞
1514,Meganium,26,Leech Seed,Grass,Status,—,90
1515,Meganium,34,Sweet Scent,Normal,Status,—,100
1516,Meganium,40,Light Screen,Psychic,Status,—,—
1517,Meganium,46,Body Slam,Normal,Physical,85,100
1518,Meganium,54,Safeguard,Normal,Status,—,—
1519,Meganium,60,Giga Drain,Grass,Special,75,100
1520,Meganium,65,Solar Beam,Grass,Special,120,100
1521,Cyndaquil,1,Leer,Normal,Status,—,100
1522,Cyndaquil,1,Tackle,Normal,Physical,40,100
1523,Cyndaquil,6,Smokescreen,Normal,Status,—,100
1524,Cyndaquil,10,Ember,Fire,Special,40,100
1525,Cyndaquil,13,Quick Attack,Normal,Physical,40,100
1526,Cyndaquil,19,Flame Wheel,Fire,Physical,60,100
1527,Cyndaquil,22,Defense Curl,Normal,Status,—,—
1528,Cyndaquil,28,Flame Charge,Fire,Physical,50,100
1529,Cyndaquil,31,Swift,Normal,Special,60,∞
1530,Cyndaquil,37,Lava Plume,Fire,Special,80,100
1531,Cyndaquil,40,Flamethrower,Fire,Special,90,100
1532,Cyndaquil,46,Inferno,Fire,Special,100,50
1533,Cyndaquil,49,Rollout,Rock,Physical,30,90
1534,Cyndaquil,55,Double-Edge,Normal,Physical,120,100
1535,Cyndaquil,58,Overheat,Fire,Special,130,90
1536,Cyndaquil,64,Eruption,Fire,Special,150,100
